Symbol,Company Name,Sector,Industry,Country,Region,Zip Code
ORGN,"Origin Materials, Inc.",Basic Materials,Chemicals,United States,CA,95605
OPRX,OptimizeRx Corporation,Healthcare,Health Information Services,United States,MA,2453
ORGNW,"Origin Materials, Inc.",Basic Materials,Chemicals,United States,CA,95605
OPXS,"Optex Systems Holdings, Inc",Industrials,Aerospace & Defense,United States,TX,75081-2439
ORGO,Organogenesis Holdings Inc.,Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,MA,2021
ORMP,Oramed Pharmaceuticals Inc.,Healthcare,Biotechnology,United States,NY,10036
ORGS,Orgenesis Inc.,Healthcare,Biotechnology,United States,MD,20876
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,United States,MO,65802-2298
ORIC,"ORIC Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,CA,94080
OS,"OneStream, Inc.",Technology,Softwareâ€”Infrastructure,United States,MI,48009
ORRF,"Orrstown Financial Services, Inc.",Financial Services,Banksâ€”Regional,United States,PA,17257
OSBC,"Old Second Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,IL,60507
OSS,"One Stop Systems, Inc.",Technology,Computer Hardware,United States,CA,92029
OSPN,OneSpan Inc.,Technology,Softwareâ€”Infrastructure,United States,MA,2210
OTLK,"Outlook Therapeutics, Inc.",Healthcare,Biotechnology,United States,NJ,8852
OSUR,"OraSure Technologies, Inc.",Healthcare,Medical Instruments & Supplies,United States,PA,18015
OTEX,Open Text Corporation,Technology,Softwareâ€”Application,Canada,ON,N2L 0A1
OSIS,"OSI Systems, Inc.",Technology,Electronic Components,United States,CA,90250
OVLY,Oak Valley Bancorp,Financial Services,Banksâ€”Regional,United States,CA,95361
OVBC,Ohio Valley Banc Corp.,Financial Services,Banksâ€”Regional,United States,OH,45631
OTRK,"Ontrak, Inc.",Healthcare,Health Information Services,United States,FL,33131
OTTR,Otter Tail Corporation,Utilities,Utilitiesâ€”Diversified,United States,MN,56538-0496
OVID,Ovid Therapeutics Inc.,Healthcare,Biotechnology,United States,NY,10001
OXLCN,Oxford Lane Capital Corp.,Financial Services,Asset Management,United States,CT,6830
OXLCO,Oxford Lane Capital Corp.,Financial Services,Asset Management,United States,CT,6830
OXLC,Oxford Lane Capital Corp.,Financial Services,Asset Management,United States,CT,6830
OXLCP,Oxford Lane Capital Corp.,Financial Services,Asset Management,United States,CT,6830
OZK,Bank OZK,Financial Services,Banksâ€”Regional,United States,AR,72223
OXSQ,Oxford Square Capital Corp.,Financial Services,Asset Management,United States,CT,06830-7254
PACB,"Pacific Biosciences of California, Inc.",Healthcare,Medical Devices,United States,CA,94025
OZKAP,Bank OZK,Financial Services,Banksâ€”Regional,United States,AR,72223
PAA,"Plains All American Pipeline, L.P.",Energy,Oil & Gas Midstream,United States,TX,77002
PAGP,"Plains GP Holdings, L.P.",Energy,Oil & Gas Midstream,United States,TX,77002
PAL,"Proficient Auto Logistics, Inc.",Industrials,Integrated Freight & Logistics,United States,FL,32223
PAHC,Phibro Animal Health Corporation,Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,NJ,07666-6712
PANW,"Palo Alto Networks, Inc.",Technology,Softwareâ€”Infrastructure,United States,CA,95054
PALT,"Paltalk, Inc.",Technology,Softwareâ€”Application,United States,NY,11753
PALI,"Palisade Bio, Inc.",Healthcare,Biotechnology,United States,CA,92009
PARA,Paramount Global,Communication Services,Entertainment,United States,NY,10036
PANL,"Pangaea Logistics Solutions, Ltd.",Industrials,Marine Shipping,United States,RI,2840
PATK,"Patrick Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,IN,46515
PASG,"Passage Bio, Inc.",Healthcare,Biotechnology,United States,PA,19103
PAYX,"Paychex, Inc.",Technology,Softwareâ€”Application,United States,NY,14625-2396
PAVM,PAVmed Inc.,Healthcare,Medical Devices,United States,NY,10017
PAVS,Paranovus Entertainment Technology Ltd.,Consumer Defensive,Packaged Foods,United States,NY,10177
PAVMZ,PAVmed Inc.,Healthcare,Medical Devices,United States,NY,10017
PBBK,"PB Bankshares, Inc.",Financial Services,Banksâ€”Regional,United States,PA,19320
PBFS,"Pioneer Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,NY,12211
PAYO,Payoneer Global Inc.,Technology,Softwareâ€”Infrastructure,United States,NY,10001
PBM,Psyence Biomedical Ltd.,Healthcare,Biotechnology,Canada,ON,M5H2K1
PAYOW,Payoneer Global Inc.,Technology,Softwareâ€”Infrastructure,United States,NY,10001
PBHC,"Pathfinder Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,NY,13126
PAYS,"Paysign, Inc.",Technology,Softwareâ€”Infrastructure,United States,NV,89052
PARAA,Paramount Global,Communication Services,Entertainment,United States,NY,10036
PBMWW,Psyence Biomedical Ltd.,Healthcare,Biotechnology,Canada,ON,M5H2K1
PBYI,"Puma Biotechnology, Inc.",Healthcare,Biotechnology,United States,CA,90024
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,United States,WA,98004
PCRX,"Pacira BioSciences, Inc.",Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,FL,33609
PBPB,Potbelly Corporation,Consumer Cyclical,Restaurants,United States,IL,60606
PCT,"PureCycle Technologies, Inc.",Industrials,Pollution & Treatment Controls,United States,FL,32822
PCTTW,"PureCycle Technologies, Inc.",Industrials,Pollution & Treatment Controls,United States,FL,32822
PCTY,Paylocity Holding Corporation,Technology,Softwareâ€”Application,United States,IL,60173
PCH,PotlatchDeltic Corporation,Real Estate,REITâ€”Specialty,United States,WA,99201-0603
PCTTU,"PureCycle Technologies, Inc.",Industrials,Pollution & Treatment Controls,United States,FL,32822
PCSA,"Processa Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,MD,21076
PCB,PCB Bancorp,Financial Services,Banksâ€”Regional,United States,CA,90010-2871
PCVX,"Vaxcyte, Inc.",Healthcare,Biotechnology,United States,CA,94070
PDCO,"Patterson Companies, Inc.",Healthcare,Medical Distribution,United States,MN,55120
PCYO,Pure Cycle Corporation,Utilities,Utilitiesâ€”Regulated Water,United States,CO,80137
PDFS,"PDF Solutions, Inc.",Technology,Softwareâ€”Application,United States,CA,95050
PDEX,"Pro-Dex, Inc.",Healthcare,Medical Instruments & Supplies,United States,CA,92614
PDLB,"Ponce Financial Group, Inc.",Financial Services,Banksâ€”Regional,United States,NY,10462
PDYNW,Palladyne AI Corp.,Technology,Softwareâ€”Infrastructure,United States,UT,84101
PENN,"PENN Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,United States,PA,19610
PECO,"Phillips Edison & Company, Inc.",Real Estate,REITâ€”Retail,United States,OH,45249-1667
PDYN,Palladyne AI Corp.,Technology,Softwareâ€”Infrastructure,United States,UT,84101
PEBO,Peoples Bancorp Inc.,Financial Services,Banksâ€”Regional,United States,OH,45750-0738
PDSB,PDS Biotechnology Corporation,Healthcare,Biotechnology,United States,NJ,8540
PEBK,"Peoples Bancorp of North Carolina, Inc.",Financial Services,Banksâ€”Regional,United States,NC,28658
PEGA,Pegasystems Inc.,Technology,Softwareâ€”Application,United States,MA,2142
PEP,"PepsiCo, Inc.",Consumer Defensive,Beveragesâ€”Non-Alcoholic,United States,NY,10577
PEGY,Pineapple Energy Inc.,Technology,Solar,United States,MN,55343
PET,Wag! Group Co.,Technology,Softwareâ€”Application,United States,CA,94133
PEPG,PepGen Inc.,Healthcare,Biotechnology,United States,MA,2118
PETS,"PetMed Express, Inc.",Healthcare,Pharmaceutical Retailers,United States,FL,33445
PETQ,"PetIQ, Inc.",Healthcare,Drug Manufacturersâ€”Specialty & Generic,United States,ID,83616
PETWW,Wag! Group Co.,Technology,Softwareâ€”Application,United States,CA,94133
PESI,"Perma-Fix Environmental Services, Inc.",Industrials,Waste Management,United States,GA,30350
PEV,Phoenix Motor Inc.,Consumer Cyclical,Auto Manufacturers,United States,CA,92807
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,United States,IA,50392
PFBC,Preferred Bank,Financial Services,Banksâ€”Regional,United States,CA,90017
PFC,Premier Financial Corp.,Financial Services,Banksâ€”Regional,United States,OH,43512
PFTA,Perception Capital Corp. III,Financial Services,Shell Companies,United States,MN,55410
PFMT,Performant Financial Corporation,Industrials,Specialty Business Services,United States,FL,33324
PFIE,"Profire Energy, Inc.",Energy,Oil & Gas Equipment & Services,United States,UT,84042
PFX,PhenixFIN Corporation,Financial Services,Asset Management,United States,NY,10022
PFIS,Peoples Financial Services Corp.,Financial Services,Banksâ€”Regional,United States,PA,18503
PGC,Peapack-Gladstone Financial Corporation,Financial Services,Banksâ€”Regional,United States,NJ,7921
PGEN,"Precigen, Inc.",Healthcare,Biotechnology,United States,MD,20876
PFTAU,Perception Capital Corp. III,Financial Services,Shell Companies,United States,MN,55410
PFTAW,Perception Capital Corp. III,Financial Services,Shell Companies,United States,MN,55410
PGY,Pagaya Technologies Ltd.,Technology,Softwareâ€”Infrastructure,United States,NY,10016
PGNY,"Progyny, Inc.",Healthcare,Health Information Services,United States,NY,10018
PHIO,Phio Pharmaceuticals Corp.,Healthcare,Biotechnology,United States,MA,1752
PHUN,"Phunware, Inc.",Technology,Softwareâ€”Application,United States,TX,78701
PGYWW,Pagaya Technologies Ltd.,Technology,Softwareâ€”Infrastructure,United States,NY,10016
PHAT,"Phathom Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,NJ,7932
PI,"Impinj, Inc.",Technology,Communication Equipment,United States,WA,98109
PIII,P3 Health Partners Inc.,Healthcare,Medical Care Facilities,United States,NV,89074
PINC,"Premier, Inc.",Healthcare,Health Information Services,United States,NC,28277
PIK,Kidpik Corp.,Consumer Cyclical,Internet Retail,United States,NY,10003
PIXY,"ShiftPixy, Inc.",Industrials,Staffing & Employment Services,United States,FL,33142
PIIIW,P3 Health Partners Inc.,Healthcare,Medical Care Facilities,United States,NV,89074
PIRS,"Pieris Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,MA,2110
PKBK,"Parke Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,NJ,8080
PKOH,Park-Ohio Holdings Corp.,Industrials,Specialty Industrial Machinery,United States,OH,44124
PLAY,"Dave & Buster's Entertainment, Inc.",Communication Services,Entertainment,United States,TX,75019
PLAB,"Photronics, Inc.",Technology,Semiconductor Equipment & Materials,United States,CT,6804
PLMI,Plum Acquisition Corp. I,Financial Services,Shell Companies,United States,CA,94115
PLCE,"The Children's Place, Inc.",Consumer Cyclical,Apparel Manufacturing,United States,NJ,7094
PLBC,Plumas Bancorp,Financial Services,Banksâ€”Regional,United States,NV,89511
PLBY,"PLBY Group, Inc.",Consumer Cyclical,Leisure,United States,CA,90024
PLMJU,Plum Acquisition Corp. III,Financial Services,Shell Companies,United States,CA,94115
PLL,Piedmont Lithium Inc.,Basic Materials,Other Industrial Metals & Mining,United States,NC,28012
PLMJW,Plum Acquisition Corp. III,Financial Services,Shell Companies,United States,CA,94115
PLPC,Preformed Line Products Company,Industrials,Electrical Equipment & Parts,United States,OH,44143
PLRX,"Pliant Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,94080
PLMJ,Plum Acquisition Corp. III,Financial Services,Shell Companies,United States,CA,94115
PLMR,"Palomar Holdings, Inc.",Financial Services,Insuranceâ€”Property & Casualty,United States,CA,92037
PLSE,"Pulse Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,United States,CA,94545
PLXS,Plexus Corp.,Technology,Electronic Components,United States,WI,54957
PLUS,ePlus inc.,Technology,Softwareâ€”Application,United States,VA,20171-3413
PLUG,Plug Power Inc.,Industrials,Electrical Equipment & Parts,United States,NY,12110
PMN,"ProMIS Neurosciences, Inc.",Healthcare,Biotechnology,Canada,ON,M4S 3E2
PNFP,"Pinnacle Financial Partners, Inc.",Financial Services,Banksâ€”Regional,United States,TN,37201
PMCB,"PharmaCyte Biotech, Inc.",Healthcare,Biotechnology,United States,NV,89169
PMVP,"PMV Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,NJ,8540
PNBK,"Patriot National Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,CT,6901
PMTS,CPI Card Group Inc.,Financial Services,Credit Services,United States,CO,80127
PMD,Psychemedics Corporation,Healthcare,Diagnostics & Research,United States,TX,75254
PNRG,PrimeEnergy Resources Corporation,Energy,Oil & Gas E&P,United States,TX,77024
PNFPP,"Pinnacle Financial Partners, Inc.",Financial Services,Banksâ€”Regional,United States,TN,37201
POAI,Predictive Oncology Inc.,Healthcare,Medical Instruments & Supplies,United States,PA,15201
POCI,"Precision Optics Corporation, Inc.",Healthcare,Medical Instruments & Supplies,United States,MA,1440
PNTG,"The Pennant Group, Inc.",Healthcare,Medical Care Facilities,United States,ID,83616
POOL,Pool Corporation,Industrials,Industrial Distribution,United States,LA,70433-5001
POET,POET Technologies Inc.,Technology,Semiconductors,Canada,ON,M4P 1E2
POWI,"Power Integrations, Inc.",Technology,Semiconductors,United States,CA,95138-1002
PODC,"PodcastOne, Inc.",Communication Services,Internet Content & Information,United States,CA,90212
PODD,Insulet Corporation,Healthcare,Medical Devices,United States,MA,1720
POLA,"Polar Power, Inc.",Industrials,Electrical Equipment & Parts,United States,CA,90248
PPSI,"Pioneer Power Solutions, Inc.",Industrials,Electrical Equipment & Parts,United States,NJ,7024
PPBI,"Pacific Premier Bancorp, Inc.",Financial Services,Banksâ€”Regional,United States,CA,92614
PPC,Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,United States,CO,80634-9038
POWW,"AMMO, Inc.",Industrials,Aerospace & Defense,United States,AZ,85260
POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts,United States,TX,77075-1180
POWWP,"AMMO, Inc.",Industrials,Aerospace & Defense,United States,AZ,85260
PPTA,Perpetua Resources Corp.,Basic Materials,Other Precious Metals & Mining,United States,ID,83702
PPYA,Papaya Growth Opportunity Corp. I,Financial Services,Shell Companies,United States,CA,94612
PPYAU,Papaya Growth Opportunity Corp. I,Financial Services,Shell Companies,United States,CA,94612
PRAA,"PRA Group, Inc.",Financial Services,Credit Services,United States,VA,23502
PRCH,"Porch Group, Inc.",Technology,Softwareâ€”Application,United States,WA,98104
PPIH,"Perma-Pipe International Holdings, Inc.",Industrials,Building Products & Equipment,United States,TX,77386
PRDO,Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,United States,IL,60173
PPYAW,Papaya Growth Opportunity Corp. I,Financial Services,Shell Companies,United States,CA,94612
PRCT,PROCEPT BioRobotics Corporation,Healthcare,Medical Devices,United States,CA,95134
PRAX,"Praxis Precision Medicines, Inc.",Healthcare,Biotechnology,United States,MA,2110
PRFT,"Perficient, Inc.",Technology,Information Technology Services,United States,MO,63141
PRLH,Pearl Holdings Acquisition Corp,Financial Services,Shell Companies,United States,NY,10017
PRLHU,Pearl Holdings Acquisition Corp,Financial Services,Shell Companies,United States,NY,10017
PRLD,Prelude Therapeutics Incorporated,Healthcare,Biotechnology,United States,DE,19805
PRGS,Progress Software Corporation,Technology,Softwareâ€”Infrastructure,United States,MA,1803
PRLHW,Pearl Holdings Acquisition Corp,Financial Services,Shell Companies,United States,NY,10017
PROP,Prairie Operating Co.,Financial Services,Capital Markets,United States,TX,77007
PRPH,"ProPhase Labs, Inc.",Healthcare,Diagnostics & Research,United States,NY,11530
PRME,"Prime Medicine, Inc.",Healthcare,Biotechnology,United States,MA,2139
PROF,Profound Medical Corp.,Healthcare,Medical Devices,Canada,ON,L4W 5K5
PRPL,"Purple Innovation, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,UT,84043
PROK,ProKidney Corp.,Healthcare,Biotechnology,United States,NC,27103
PRPO,"Precipio, Inc.",Healthcare,Diagnostics & Research,United States,CT,6511
PROV,"Provident Financial Holdings, Inc.",Financial Services,Banksâ€”Regional,United States,CA,92506
PRTH,"Priority Technology Holdings, Inc.",Technology,Softwareâ€”Infrastructure,United States,GA,30004
PRTS,"CarParts.com, Inc.",Consumer Cyclical,Auto Parts,United States,CA,90504
PRVA,"Privia Health Group, Inc.",Healthcare,Health Information Services,United States,VA,22203
PRTC,PureTech Health plc,Healthcare,Biotechnology,United States,MA,2210
PRSO,Peraso Inc.,Technology,Semiconductors,United States,CA,95131
PSEC,Prospect Capital Corporation,Financial Services,Asset Management,United States,NY,10016
PSMT,"PriceSmart, Inc.",Consumer Defensive,Discount Stores,United States,CA,92121
PTC,PTC Inc.,Technology,Softwareâ€”Application,United States,MA,2210
PSNL,"Personalis, Inc.",Healthcare,Diagnostics & Research,United States,CA,94555
PSTX,"Poseida Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,92121
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,United States,TX,77064
PTCT,"PTC Therapeutics, Inc.",Healthcare,Biotechnology,United States,NJ,7080
PSTV,"Plus Therapeutics, Inc.",Healthcare,Biotechnology,United States,TX,78756
PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,United States,CA,94560-1160
PTIX,"Protagenic Therapeutics, Inc.",Healthcare,Biotechnology,United States,NY,10010
PTIXW,"Protagenic Therapeutics, Inc.",Healthcare,Biotechnology,United States,NY,10010
PTLO,Portillo's Inc.,Consumer Cyclical,Restaurants,United States,IL,60523
PTMN,Portman Ridge Finance Corporation,Financial Services,Asset Management,United States,NY,10022
PTSI,"P.A.M. Transportation Services, Inc.",Industrials,Trucking,United States,AR,72770
